time,function,anomaly_score
0.0,0.0,1,0,1.0,0.5
0.05,0.0,2,0,1.0,0.5
0.1,0.0,3,0,1.0,0.5
0.15,1.0,4,0,0.92500000000000004,0.5
0.2,0.0,1,0,1.0,0.5
0.25,0.0,2,0,0.0,0.5
0.3,0.0,3,0,0.0,0.5
0.35,1.0,4,0,0.0,0.5
0.4,0.0,1,0,0.0,0.5
0.45,0.0,2,0,0.0,0.5
0.5,0.0,3,0,0.0,0.5
0.55,1.0,4,0,0.0,0.5
0.6,0.0,1,0,0.0,0.5
0.65,0.0,2,0,0.0,0.5
0.7,0.0,3,0,0.0,0.5
0.75,1.0,4,0,0.0,0.5
0.8,0.0,1,0,0.0,0.5
0.85,0.0,2,0,0.0,0.5
0.9,0.0,3,0,0.0,0.5
0.95,1.0,4,0,0.0,0.5
1.0,0.0,1,0,0.0,0.5
1.05,0.0,2,0,0.0,0.5
1.1,0.0,3,0,0.0,0.5
1.15,1.0,4,0,0.0,0.5
1.2,0.0,1,0,0.0,0.5
1.25,0.0,2,0,0.0,0.5
1.3,0.0,3,0,0.0,0.5
1.35,1.0,4,0,0.0,0.5
1.4,0.0,1,0,0.0,0.5
1.45,0.0,2,0,0.0,0.5
1.5,0.0,3,0,0.0,0.5
1.55,1.0,4,0,0.0,0.5
1.6,0.0,1,0,0.0,0.5
1.65,0.0,2,0,0.0,0.5
1.7,0.0,3,0,0.92500000000000004,0.5
1.75,1.0,4,0,0.0,0.5
1.8,0.0,1,0,0.0,0.5
1.85,0.0,2,0,0.0,0.5
1.9,0.0,3,0,0.92500000000000004,0.5
1.95,1.0,4,0,0.0,0.5
2.0,0.0,1,0,0.0,0.5
2.05,0.0,2,0,0.0,0.5
2.1,0.0,3,0,0.0,0.5
2.15,1.0,4,0,0.0,0.5
2.2,0.0,1,0,0.0,0.5
2.25,0.0,2,0,0.0,0.5
2.3,0.0,3,0,0.0,0.5
2.35,1.0,4,0,0.0,0.5
2.4,0.0,1,0,0.0,0.5
2.45,0.0,2,0,0.0,0.5
2.5,0.0,3,0,0.0,0.5
2.55,1.0,4,0,0.0,0.5
2.6,0.0,1,0,0.0,0.5
2.65,0.0,2,0,0.0,0.5
2.7,0.0,3,0,0.0,0.5
2.75,1.0,4,0,0.0,0.5
2.8,0.0,1,0,0.0,0.5
2.85,0.0,2,0,0.0,0.5
2.9,0.0,3,0,0.0,0.5
2.95,1.0,4,0,0.0,0.5
3.0,0.0,1,0,0.0,0.5
3.05,0.0,2,0,0.0,0.5
3.1,0.0,3,0,0.0,0.5
3.15,1.0,4,0,0.0,0.5
3.2,0.0,1,0,0.0,0.5
3.25,0.0,2,0,0.0,0.5
3.3,0.0,3,0,0.0,0.5
3.35,1.0,4,0,0.0,0.5
3.4,0.0,1,0,0.0,0.5
3.45,0.0,2,0,0.0,0.5
3.5,0.0,3,0,0.0,0.5
3.55,1.0,4,0,0.0,0.5
3.6,0.0,1,0,0.0,0.5
3.65,0.0,2,0,0.0,0.5
3.7,0.0,3,0,0.0,0.5
3.75,1.0,4,0,0.0,0.5
3.8,0.0,1,0,0.0,0.5
3.85,0.0,2,0,0.0,0.5
3.9,0.0,3,0,0.0,0.5
3.95,1.0,4,0,0.0,0.5
4.0,0.0,1,0,0.0,0.5
4.05,0.0,2,0,0.0,0.5
4.1,0.0,3,0,0.0,0.5
4.15,1.0,4,0,0.0,0.5
4.2,0.0,1,0,0.0,0.5
4.25,0.0,2,0,0.0,0.5
4.3,0.0,3,0,0.0,0.5
4.35,1.0,4,0,0.0,0.5
4.4,0.0,1,0,0.0,0.5
4.45,0.0,2,0,0.0,0.5
4.5,0.0,3,0,0.0,0.5
4.55,1.0,4,0,0.0,0.5
4.6,0.0,1,0,0.0,0.5
4.65,0.0,2,0,0.0,0.5
4.7,0.0,3,0,0.0,0.5
4.75,1.0,4,0,0.0,0.5
4.8,0.0,1,0,0.0,0.5
4.85,0.0,2,0,0.0,0.5
4.9,0.0,3,0,0.0,0.5
4.95,1.0,4,0,0.0,0.5
5.0,0.0,1,0,0.0,0.5
5.05,0.0,2,0,0.0,0.5
5.1,0.0,3,0,0.0,0.5
5.15,1.0,4,0,0.0,0.5
5.2,0.0,1,0,0.0,0.5
5.25,0.0,2,0,0.0,0.5
5.3,0.0,3,0,0.0,0.5
5.35,1.0,4,0,0.0,0.5
5.4,0.0,1,0,0.0,0.5
5.45,0.0,2,0,0.0,0.5
5.5,0.0,3,0,0.0,0.5
5.55,1.0,4,0,0.0,0.5
5.6,0.0,1,0,0.0,0.5
5.65,0.0,2,0,0.0,0.5
5.7,0.0,3,0,0.0,0.5
5.75,1.0,4,0,0.0,0.5
5.8,0.0,1,0,0.0,0.5
5.85,0.0,2,0,0.0,0.5
5.9,0.0,3,0,0.0,0.5
5.95,1.0,4,0,0.0,0.5
6.0,0.0,1,0,0.0,0.5
6.05,0.0,2,0,0.0,0.5
6.1,0.0,3,0,0.0,0.5
6.15,1.0,4,0,0.0,0.5
6.2,0.0,1,0,0.0,0.5
6.25,0.0,2,0,0.0,0.5
6.3,0.0,3,0,0.0,0.5
6.35,1.0,4,0,0.0,0.5
6.4,0.0,1,0,0.0,0.5
6.45,0.0,2,0,0.0,0.5
6.5,0.0,3,0,0.0,0.5
6.55,1.0,4,0,0.0,0.5
6.6,0.0,1,0,0.0,0.5
6.65,0.0,2,0,0.0,0.5
6.7,0.0,3,0,0.0,0.5
6.75,1.0,4,0,0.0,0.5
6.8,0.0,1,0,0.0,0.5
6.85,0.0,2,0,0.0,0.5
6.9,0.0,3,0,0.0,0.5
6.95,1.0,4,0,0.0,0.5
7.0,0.0,1,0,0.0,0.5
7.05,0.0,2,0,0.0,0.5
7.1,0.0,3,0,0.0,0.5
7.15,1.0,4,0,0.0,0.5
7.2,0.0,1,0,0.0,0.5
7.25,0.0,2,0,0.0,0.5
7.3,0.0,3,0,0.0,0.5
7.35,1.0,4,0,0.0,0.5
7.4,0.0,1,0,0.0,0.5
7.45,0.0,2,0,0.0,0.5
7.5,0.0,3,0,0.0,0.5
7.55,1.0,4,0,0.0,0.5
7.6,0.0,1,0,0.0,0.5
7.65,0.0,2,0,0.0,0.5
7.7,0.0,3,0,0.0,0.5
7.75,1.0,4,0,0.0,0.5
7.8,0.0,1,0,0.0,0.5
7.85,0.0,2,0,0.0,0.5
7.9,0.0,3,0,0.0,0.5
7.95,1.0,4,0,0.0,0.5
8.0,0.0,1,0,0.0,0.5
8.05,0.0,2,0,0.0,0.5
8.1,0.0,3,0,0.0,0.5
8.15,1.0,4,0,0.0,0.5
8.2,0.0,1,0,0.0,0.5
8.25,0.0,2,0,0.0,0.5
8.3,0.0,3,0,0.0,0.5
8.35,1.0,4,0,0.0,0.5
8.4,0.0,1,0,0.0,0.5
8.45,0.0,2,0,0.0,0.5
8.5,0.0,3,0,0.0,0.5
8.55,1.0,4,0,0.0,0.5
8.6,0.0,1,0,0.0,0.5
8.65,0.0,2,0,0.0,0.5
8.7,0.0,3,0,0.0,0.5
8.75,1.0,4,0,0.0,0.5
8.8,0.0,1,0,0.0,0.5
8.85,0.0,2,0,0.0,0.5
8.9,0.0,3,0,0.0,0.5
8.95,1.0,4,0,0.025000000000000001,0.5
9.0,0.0,1,0,0.0,0.5
9.05,0.0,2,0,0.0,0.5
9.1,0.0,3,0,0.0,0.5
9.15,1.0,4,0,0.0,0.5
9.2,0.0,1,0,0.0,0.5
9.25,0.0,2,0,0.0,0.5
9.3,0.0,3,0,0.0,0.5
9.35,1.0,4,0,0.0,0.5
9.4,0.0,1,0,0.0,0.5
9.45,0.0,2,0,0.0,0.5
