timestamp,function,phase,has_anomaly,anomaly_score,anomaly_likelihood
0.0000,  1.00000000,1,0,0.025000000000000001,0.5
0.0333,  1.00000000,1,0,0.074999999999999997,0.5
0.0667,  1.00000000,1,0,0.074999999999999997,0.5
0.1000,  1.00000000,1,0,0.050000000000000003,0.5
0.1333,  1.00000000,1,0,0.025000000000000001,0.5
0.1667,  1.00000000,1,0,0.050000000000000003,0.5
0.2000,  1.00000000,1,0,0.025000000000000001,0.5
0.2333,  1.00000000,1,0,0.074999999999999997,0.5
0.2667,  1.00000000,1,0,0.025000000000000001,0.5
0.3000,  1.00000000,1,0,0.050000000000000003,0.5
0.3333,  1.00000000,1,0,0.025000000000000001,0.5
0.3667,  1.00000000,1,0,0.074999999999999997,0.5
0.4000,  1.00000000,1,0,0.050000000000000003,0.5
0.4333,  1.00000000,1,0,0.0,0.5
0.4667,  1.00000000,1,0,0.074999999999999997,0.5
0.5000,  1.00000000,1,0,0.025000000000000001,0.5
0.5333,  1.00000000,1,0,0.050000000000000003,0.5
0.5667,  1.00000000,1,0,0.050000000000000003,0.5
0.6000,  1.00000000,1,0,0.050000000000000003,0.5
0.6333,  1.00000000,1,0,0.025000000000000001,0.5
0.6667,  1.00000000,1,0,0.074999999999999997,0.5
0.7000,  1.00000000,1,0,0.074999999999999997,0.5
0.7333,  1.00000000,1,0,0.025000000000000001,0.5
0.7667,  1.00000000,1,0,0.050000000000000003,0.5
0.8000,  1.00000000,1,0,0.025000000000000001,0.5
0.8333,  0.10712771,1,1,0.94999999999999996,0.5
0.8667,  0.08070431,1,1,1.0,0.5
0.9000, -0.06172245,1,1,1.0,0.5
0.9333,  0.09833611,1,1,1.0,0.5
0.9667,  1.00000000,1,0,1.0,0.5
1.0000,  1.00000000,1,0,0.025000000000000001,0.999
1.0333,  1.00000000,1,0,0.074999999999999997,0.999
1.0667,  1.00000000,1,0,0.025000000000000001,0.999
1.1000,  1.00000000,1,0,0.025000000000000001,0.999
1.1333,  1.00000000,1,0,0.025000000000000001,0.999
