time,function,period,anomaly,anomaly_score,anomaly_likelihood
0.0,0.0,1,0,1.0,0.5
0.0333,0.20791169,2,0,1.0,0.5
0.0667,0.40673664,3,0,1.0,0.5
0.1,0.58778525,4,0,1.0,0.5
0.1333,0.74314483,5,0,0.97499999999999998,0.5
0.1667,0.8660254,6,0,1.0,0.5
0.2,0.95105652,7,0,1.0,0.5
0.2333,0.9945219,8,0,0.94999999999999996,0.5
0.2667,0.9945219,9,0,0.65000000000000002,0.5
0.3,0.95105652,10,0,0.17499999999999999,0.5
0.3333,0.8660254,11,0,0.22500000000000001,0.5
0.3667,0.74314483,12,0,0.34999999999999998,0.5
0.4,0.58778525,13,0,0.5,0.5
0.4333,0.40673664,14,0,0.45000000000000001,0.5
0.4667,0.20791169,15,0,0.29999999999999999,0.5
0.5,0.0,16,0,0.52500000000000002,0.5
0.5333,-0.20791169,17,0,0.69999999999999996,0.5
0.5667,-0.40673664,18,0,1.0,0.5
0.6,-0.58778525,19,0,1.0,0.5
0.6333,-0.74314483,20,0,0.94999999999999996,0.5
0.6667,-0.8660254,21,0,0.92500000000000004,0.5
0.7,-0.95105652,22,0,0.97499999999999998,0.5
0.7333,-0.9945219,23,0,0.97499999999999998,0.5
0.7667,-0.9945219,24,0,0.47499999999999998,0.5
0.8,-0.95105652,25,0,0.025000000000000001,0.5
0.8333,-0.8660254,26,0,0.22500000000000001,0.5
0.8667,-0.74314483,27,0,0.40000000000000002,0.5
0.9,-0.58778525,28,0,0.32500000000000001,0.5
0.9333,-0.40673664,29,0,0.42499999999999999,0.5
0.9667,-0.20791169,30,0,0.34999999999999998,0.5
1.0,-0.0,1,0,0.65000000000000002,0.5
1.0333,0.20791169,2,0,0.0,0.5
1.0667,0.40673664,3,0,0.0,0.5
1.1,0.58778525,4,0,0.0,0.5
1.1333,0.74314483,5,0,0.0,0.5
1.1667,0.8660254,6,0,0.0,0.5
1.2,0.95105652,7,0,0.0,0.5
1.2333,0.9945219,8,0,0.0,0.5
1.2667,0.9945219,9,0,0.0,0.5
1.3,0.95105652,10,0,0.0,0.5
1.3333,0.8660254,11,0,0.0,0.5
1.3667,0.74314483,12,0,0.0,0.5
1.4,0.58778525,13,0,0.0,0.5
1.4333,0.40673664,14,0,0.0,0.5
1.4667,0.20791169,15,0,0.0,0.5
1.5,0.0,16,0,0.0,0.5
1.5333,-0.20791169,17,0,0.025000000000000001,0.5
1.5667,-0.40673664,18,0,0.0,0.5
1.6,-0.58778525,19,0,0.0,0.5
1.6333,-0.74314483,20,0,0.0,0.5
1.6667,-0.8660254,21,0,0.025000000000000001,0.5
1.7,-0.95105652,22,0,0.0,0.5
1.7333,-0.9945219,23,0,0.0,0.5
1.7667,-0.9945219,24,0,0.0,0.5
1.8,-0.95105652,25,0,0.0,0.5
1.8333,-0.8660254,26,0,0.0,0.5
1.8667,-0.74314483,27,0,0.0,0.5
1.9,-0.58778525,28,0,0.0,0.5
1.9333,-0.40673664,29,0,0.0,0.5
1.9667,-0.20791169,30,0,0.0,0.5
2.0,-0.0,1,0,0.0,0.5
2.0333,0.20791169,2,0,0.0,0.5
2.0667,0.40673664,3,0,0.0,0.5
2.1,0.58778525,4,0,0.0,0.5
2.1333,0.74314483,5,0,0.0,0.5
2.1667,0.8660254,6,0,0.0,0.5
2.2,0.95105652,7,0,0.0,0.5
2.2333,0.9945219,8,0,0.0,0.5
2.2667,0.9945219,9,0,0.0,0.5
2.3,0.95105652,10,0,0.0,0.5
2.3333,0.8660254,11,0,0.0,0.5
2.3667,0.74314483,12,0,0.0,0.5
2.4,0.58778525,13,0,0.0,0.5
2.4333,0.40673664,14,0,0.025000000000000001,0.5
2.4667,0.20791169,15,0,0.0,0.5
2.5,0.0,16,0,0.025000000000000001,0.5
2.5333,-0.20791169,17,0,0.025000000000000001,0.5
2.5667,-0.40673664,18,0,0.0,0.5
2.6,-0.58778525,19,0,0.0,0.5
2.6333,-0.74314483,20,0,0.0,0.5
2.6667,-0.8660254,21,0,0.0,0.5
2.7,-0.95105652,22,0,0.025000000000000001,0.5
2.7333,-0.9945219,23,0,0.025000000000000001,0.5
2.7667,-0.9945219,24,0,0.025000000000000001,0.5
2.8,-0.95105652,25,0,0.0,0.5
2.8333,-0.8660254,26,0,0.0,0.5
2.8667,-0.74314483,27,0,0.0,0.5
2.9,-0.58778525,28,0,0.0,0.5
2.9333,-0.40673664,29,0,0.0,0.5
2.9667,-0.20791169,30,0,0.0,0.5
3.0,-0.0,1,0,0.025000000000000001,0.5
3.0333,0.20791169,2,0,0.025000000000000001,0.5
3.0667,0.40673664,3,0,0.025000000000000001,0.5
3.1,0.58778525,4,0,0.025000000000000001,0.5
3.1333,0.74314483,5,0,0.0,0.5
3.1667,0.8660254,6,0,0.0,0.5
3.2,0.95105652,7,0,0.0,0.5
3.2333,0.9945219,8,0,0.0,0.5
3.2667,0.9945219,9,0,0.0,0.5
3.3,0.95105652,10,0,0.0,0.5
3.3333,0.8660254,11,0,0.0,0.5
3.3667,0.74314483,12,0,0.0,0.5
3.4,0.58778525,13,0,0.0,0.5
3.4333,0.40673664,14,0,0.025000000000000001,0.5
3.4667,0.20791169,15,0,0.0,0.5
3.5,0.0,16,0,0.0,0.5
3.5333,-0.20791169,17,0,0.0,0.5
3.5667,-0.40673664,18,0,0.0,0.5
3.6,-0.58778525,19,0,0.0,0.5
3.6333,-0.74314483,20,0,0.0,0.5
3.6667,-0.8660254,21,0,0.0,0.5
3.7,-0.95105652,22,0,0.0,0.5
3.7333,-0.9945219,23,0,0.0,0.5
3.7667,-0.9945219,24,0,0.0,0.5
3.8,-0.95105652,25,0,0.025000000000000001,0.5
3.8333,-0.8660254,26,0,0.025000000000000001,0.5
3.8667,-0.74314483,27,0,0.25,0.5
3.9,-0.58778525,28,0,0.0,0.5
3.9333,-0.40673664,29,0,0.0,0.5
3.9667,-0.20791169,30,0,0.0,0.5
4.0,-0.0,1,0,0.0,0.5
4.0333,0.20791169,2,0,0.050000000000000003,0.5
4.0667,0.40673664,3,0,0.0,0.5
4.1,0.58778525,4,0,0.0,0.5
4.1333,0.74314483,5,0,0.0,0.5
4.1667,0.8660254,6,0,0.0,0.5
4.2,0.95105652,7,0,0.0,0.5
4.2333,0.9945219,8,0,0.0,0.5
4.2667,0.9945219,9,0,0.0,0.5
4.3,0.95105652,10,0,0.0,0.5
4.3333,0.8660254,11,0,0.0,0.5
4.3667,0.74314483,12,0,0.0,0.5
4.4,0.58778525,13,0,0.0,0.5
4.4333,0.40673664,14,0,0.0,0.5
4.4667,0.20791169,15,0,0.050000000000000003,0.5
4.5,0.0,16,0,0.025000000000000001,0.5
4.5333,-0.20791169,17,0,0.0,0.5
4.5667,-0.40673664,18,0,0.0,0.5
4.6,-0.58778525,19,0,0.42499999999999999,0.5
4.6333,-0.74314483,20,0,0.0,0.5
4.6667,-0.8660254,21,0,0.0,0.5
4.7,-0.95105652,22,0,0.0,0.5
4.7333,-0.9945219,23,0,0.0,0.5
4.7667,-0.9945219,24,0,0.0,0.5
4.8,-0.95105652,25,0,0.025000000000000001,0.5
4.8333,-0.8660254,26,0,0.025000000000000001,0.5
4.8667,-0.74314483,27,0,0.22500000000000001,0.5
4.9,-0.58778525,28,0,0.0,0.5
4.9333,-0.40673664,29,0,0.0,0.5
4.9667,-0.20791169,30,0,0.0,0.5
5.0,-0.0,1,0,0.0,0.5
5.0333,0.20791169,2,0,0.0,0.5
5.0667,0.40673664,3,0,0.0,0.5
5.1,0.58778525,4,0,0.0,0.5
5.1333,0.74314483,5,0,0.0,0.5
5.1667,0.8660254,6,0,0.0,0.5
5.2,0.95105652,7,0,0.0,0.5
5.2333,0.9945219,8,0,0.0,0.5
5.2667,0.9945219,9,0,0.0,0.5
5.3,0.95105652,10,0,0.0,0.5
5.3333,0.8660254,11,0,0.025000000000000001,0.5
5.3667,0.74314483,12,0,0.40000000000000002,0.5
5.4,0.58778525,13,0,0.0,0.5
5.4333,0.40673664,14,0,0.0,0.5
5.4667,0.20791169,15,0,0.0,0.5
5.5,0.0,16,0,0.0,0.5
5.5333,-0.20791169,17,0,0.0,0.5
5.5667,-0.40673664,18,0,0.0,0.5
5.6,-0.58778525,19,0,0.0,0.5
5.6333,-0.74314483,20,0,0.025000000000000001,0.5
5.6667,-0.8660254,21,0,0.0,0.5
5.7,-0.95105652,22,0,0.025000000000000001,0.5
5.7333,-0.9945219,23,0,0.025000000000000001,0.5
5.7667,-0.9945219,24,0,0.0,0.5
5.8,-0.95105652,25,0,0.0,0.5
5.8333,-0.8660254,26,0,0.0,0.5
5.8667,-0.74314483,27,0,0.0,0.5
5.9,-0.58778525,28,0,0.025000000000000001,0.5
5.9333,-0.40673664,29,0,0.0,0.5
5.9667,-0.20791169,30,0,0.025000000000000001,0.5
6.0,-0.0,1,0,0.0,0.5
6.0333,0.20791169,2,0,0.0,0.5
6.0667,0.40673664,3,0,0.0,0.5
6.1,0.58778525,4,0,0.0,0.5
6.1333,0.74314483,5,0,0.0,0.5
6.1667,0.8660254,6,0,0.0,0.5
6.2,0.95105652,7,0,0.0,0.5
6.2333,0.9945219,8,0,0.0,0.5
6.2667,0.9945219,9,0,0.025000000000000001,0.5
6.3,0.95105652,10,0,0.0,0.5
6.3333,0.8660254,11,0,0.025000000000000001,0.5
6.3667,0.74314483,12,0,0.42499999999999999,0.5
6.4,0.58778525,13,0,0.0,0.5
6.4333,0.40673664,14,0,0.025000000000000001,0.5
6.4667,0.20791169,15,0,0.0,0.5
6.5,-0.0,16,0,0.0,0.5
6.5333,-0.20791169,17,0,0.025000000000000001,0.5
6.5667,-0.40673664,18,0,0.025000000000000001,0.5
6.6,-0.58778525,19,0,0.025000000000000001,0.5
6.6333,-0.74314483,20,0,0.0,0.5
6.6667,-0.8660254,21,0,0.025000000000000001,0.5
6.7,-0.95105652,22,0,0.0,0.5
6.7333,-0.9945219,23,0,0.050000000000000003,0.5
6.7667,-0.9945219,24,0,0.025000000000000001,0.5
6.8,-0.95105652,25,0,0.0,0.5
6.8333,-0.8660254,26,0,0.0,0.5
6.8667,-0.74314483,27,0,0.0,0.5
6.9,-0.58778525,28,0,0.0,0.5
6.9333,-0.40673664,29,0,0.0,0.5
6.9667,-0.20791169,30,0,0.0,0.5
7.0,-0.0,1,0,0.0,0.5
7.0333,0.20791169,2,0,0.0,0.5
7.0667,0.40673664,3,0,0.025000000000000001,0.5
7.1,0.58778525,4,0,0.025000000000000001,0.5
7.1333,0.74314483,5,0,0.025000000000000001,0.5
7.1667,0.8660254,6,0,0.0,0.5
7.2,0.95105652,7,0,0.0,0.5
7.2333,0.9945219,8,0,0.0,0.5
7.2667,0.9945219,9,0,0.050000000000000003,0.5
7.3,0.95105652,10,0,0.0,0.5
7.3333,0.8660254,11,0,0.025000000000000001,0.5
7.3667,0.74314483,12,0,0.42499999999999999,0.5
7.4,0.58778525,13,0,0.025000000000000001,0.5
7.4333,0.40673664,14,0,0.025000000000000001,0.5
7.4667,0.20791169,15,0,0.0,0.5
7.5,0.0,16,0,0.0,0.5
7.5333,-0.20791169,17,0,0.0,0.5
7.5667,-0.40673664,18,0,0.025000000000000001,0.5
7.6,-0.58778525,19,0,0.050000000000000003,0.5
7.6333,-0.74314483,20,0,0.050000000000000003,0.5
7.6667,-0.8660254,21,0,0.025000000000000001,0.5
7.7,-0.95105652,22,0,0.0,0.5
7.7333,-0.9945219,23,0,0.025000000000000001,0.5
7.7667,-0.9945219,24,0,0.025000000000000001,0.5
7.8,-0.95105652,25,0,0.0,0.5
7.8333,-0.8660254,26,0,0.0,0.5
7.8667,-0.74314483,27,0,0.025000000000000001,0.5
7.9,-0.58778525,28,0,0.025000000000000001,0.5
7.9333,-0.40673664,29,0,0.0,0.5
7.9667,-0.20791169,30,0,0.0,0.5
8.0,-0.0,1,0,0.0,0.5
8.0333,0.20791169,2,0,0.0,0.5
8.0667,0.40673664,3,0,0.025000000000000001,0.5
8.1,0.58778525,4,0,0.025000000000000001,0.5
8.1333,0.74314483,5,0,0.0,0.5
8.1667,0.8660254,6,0,0.025000000000000001,0.5
8.2,0.95105652,7,0,0.0,0.5
8.2333,0.9945219,8,0,0.0,0.5
8.2667,0.9945219,9,0,0.0,0.5
8.3,0.95105652,10,0,0.0,0.5
8.3333,0.8660254,11,0,0.025000000000000001,0.5
8.3667,0.74314483,12,0,0.42499999999999999,0.5
8.4,0.58778525,13,0,0.0,0.5
8.4333,0.40673664,14,0,0.0,0.5
8.4667,0.20791169,15,0,0.0,0.5
8.5,-0.0,16,0,0.0,0.5
8.5333,-0.20791169,17,0,0.0,0.5
8.5667,-0.40673664,18,0,0.0,0.5
8.6,-0.58778525,19,0,0.0,0.5
8.6333,-0.74314483,20,0,0.0,0.5
8.6667,-0.8660254,21,0,0.0,0.5
8.7,-0.95105652,22,0,0.025000000000000001,0.5
8.7333,-0.9945219,23,0,0.025000000000000001,0.5
8.7667,-0.9945219,24,0,0.025000000000000001,0.5
8.8,-0.95105652,25,0,0.025000000000000001,0.5
8.8333,-0.8660254,26,0,0.0,0.5
8.8667,-0.74314483,27,0,0.0,0.5
8.9,-0.58778525,28,0,0.0,0.5
8.9333,-0.40673664,29,0,0.0,0.5
8.9667,-0.20791169,30,0,0.0,0.5
9.0,-0.0,1,0,0.0,0.5
9.0333,0.20791169,2,0,0.0,0.5
9.0667,0.40673664,3,0,0.025000000000000001,0.5
9.1,0.58778525,4,0,0.050000000000000003,0.5
9.1333,0.74314483,5,0,0.0,0.5
9.1667,0.8660254,6,0,0.025000000000000001,0.5
9.2,0.95105652,7,0,0.0,0.5
9.2333,0.9945219,8,0,0.0,0.5
9.2667,0.9945219,9,0,0.0,0.5
9.3,0.95105652,10,0,0.0,0.5
9.3333,0.8660254,11,0,0.0,0.5
9.3667,0.74314483,12,0,0.0,0.5
9.4,0.58778525,13,0,0.0,0.5
9.4333,0.40673664,14,0,0.0,0.5
9.4667,0.20791169,15,0,0.0,0.5
9.5,0.0,16,0,0.0,0.5
9.5333,-0.20791169,17,0,0.025000000000000001,0.5
9.5667,-0.40673664,18,0,0.0,0.5
9.6,-0.58778525,19,0,0.0,0.5
9.6333,-0.74314483,20,0,0.0,0.5
9.6667,-0.8660254,21,0,0.0,0.5
9.7,-0.95105652,22,0,0.025000000000000001,0.5
9.7333,-0.9945219,23,0,0.025000000000000001,0.5
9.7667,-0.9945219,24,0,0.025000000000000001,0.5
9.8,-0.95105652,25,0,0.025000000000000001,0.5
9.8333,-0.8660254,26,0,0.0,0.5
9.8667,-0.74314483,27,0,0.0,0.5
9.9,-0.58778525,28,0,0.0,0.5
9.9333,-0.40673664,29,0,0.0,0.5
9.9667,-0.20791169,30,0,0.025000000000000001,0.5
10.0,-0.0,1,0,0.0,0.5
10.0333,0.20791169,2,0,0.0,0.5
10.0667,0.40673664,3,0,0.0,0.5
10.1,0.58778525,4,0,0.0,0.5
10.1333,0.74314483,5,0,0.0,0.5
10.1667,0.8660254,6,0,0.0,0.5
10.2,0.95105652,7,0,0.0,0.5
10.2333,0.9945219,8,0,0.0,0.5
10.2667,0.9945219,9,0,0.0,0.5
10.3,0.95105652,10,0,0.0,0.5
10.3333,0.8660254,11,0,0.0,0.5
10.3667,0.74314483,12,0,0.0,0.5
10.4,0.58778525,13,0,0.0,0.5
10.4333,0.40673664,14,0,0.0,0.5
10.4667,0.20791169,15,0,0.0,0.5
10.5,-0.0,16,0,0.0,0.5
10.5333,-0.20791169,17,0,0.025000000000000001,0.5
10.5667,-0.40673664,18,0,0.0,0.5
10.6,-0.58778525,19,0,0.0,0.5
10.6333,-0.74314483,20,0,0.0,0.5
10.6667,-0.8660254,21,0,0.0,0.5
10.7,-0.95105652,22,0,0.025000000000000001,0.5
10.7333,-0.9945219,23,0,0.025000000000000001,0.5
10.7667,-0.9945219,24,0,0.025000000000000001,0.5
10.8,-0.95105652,25,0,0.025000000000000001,0.5
10.8333,-0.8660254,26,0,0.0,0.5
10.8667,-0.74314483,27,0,0.0,0.5
10.9,-0.58778525,28,0,0.0,0.5
10.9333,-0.40673664,29,0,0.0,0.5
10.9667,-0.20791169,30,0,0.050000000000000003,0.5
11.0,-0.0,1,0,0.0,0.5
11.0333,0.20791169,2,0,0.025000000000000001,0.5
11.0667,0.40673664,3,0,0.0,0.5
11.1,0.58778525,4,0,0.025000000000000001,0.5
11.1333,0.74314483,5,0,0.0,0.5
11.1667,0.8660254,6,0,0.025000000000000001,0.5
11.2,0.95105652,7,0,0.025000000000000001,0.5
11.2333,0.9945219,8,0,0.0,0.5
11.2667,0.9945219,9,0,0.0,0.5
11.3,0.95105652,10,0,0.025000000000000001,0.5
11.3333,0.8660254,11,0,0.025000000000000001,0.5
11.3667,0.74314483,12,0,0.0,0.5
11.4,0.58778525,13,0,0.0,0.5
11.4333,0.40673664,14,0,0.0,0.5
11.4667,0.20791169,15,0,0.025000000000000001,0.5
11.5,0.0,16,0,0.0,0.5
11.5333,-0.20791169,17,0,0.025000000000000001,0.5
11.5667,-0.40673664,18,0,0.0,0.5
11.6,-0.58778525,19,0,0.0,0.5
11.6333,-0.74314483,20,0,0.025000000000000001,0.5
11.6667,-0.8660254,21,0,0.025000000000000001,0.5
11.7,-0.95105652,22,0,0.0,0.5
11.7333,-0.9945219,23,0,0.025000000000000001,0.5
11.7667,-0.9945219,24,0,0.025000000000000001,0.5
11.8,-0.95105652,25,0,0.0,0.5
11.8333,-0.8660254,26,0,0.050000000000000003,0.5
11.8667,-0.74314483,27,0,0.025000000000000001,0.5
11.9,-0.58778525,28,0,0.0,0.5
11.9333,-0.40673664,29,0,0.0,0.5
11.9667,-0.20791169,30,0,0.0,0.5
12.0,-0.0,1,0,0.0,0.5
12.0333,0.20791169,2,0,0.050000000000000003,0.5
12.0667,0.40673664,3,0,0.0,0.5
12.1,0.58778525,4,0,0.025000000000000001,0.5
12.1333,0.74314483,5,0,0.025000000000000001,0.5
12.1667,0.8660254,6,0,0.025000000000000001,0.5
12.2,0.95105652,7,0,0.025000000000000001,0.5
12.2333,0.9945219,8,0,0.0,0.5
12.2667,0.9945219,9,0,0.0,0.5
12.3,0.95105652,10,0,0.025000000000000001,0.5
12.3333,0.8660254,11,0,0.025000000000000001,0.5
12.3667,0.74314483,12,0,0.025000000000000001,0.5
12.4,0.58778525,13,0,0.0,0.5
12.4333,0.40673664,14,0,0.025000000000000001,0.5
12.4667,0.20791169,15,0,0.0,0.5
12.5,-0.0,16,0,0.0,0.5
12.5333,-0.20791169,17,0,0.0,0.5
12.5667,-0.40673664,18,0,0.0,0.5
12.6,-0.58778525,19,0,0.0,0.5
12.6333,-0.74314483,20,0,0.0,0.5
12.6667,-0.8660254,21,0,0.050000000000000003,0.5
12.7,-0.95105652,22,0,0.0,0.5
12.7333,-0.9945219,23,0,0.0,0.5
12.7667,-0.9945219,24,0,0.0,0.5
12.8,-0.95105652,25,0,0.0,0.5
12.8333,-0.8660254,26,0,0.025000000000000001,0.5
12.8667,-0.74314483,27,0,0.0,0.5
12.9,-0.58778525,28,0,0.0,0.5
12.9333,-0.40673664,29,0,0.025000000000000001,0.11506967000000001
12.9667,-0.20791169,30,0,0.0,0.11506967000000001
13.0,0.0,1,0,0.0,0.080756658999999953
13.0333,0.20791169,2,0,0.0,0.080756658999999953
13.0667,0.40673664,3,0,0.025000000000000001,0.096800485000000047
13.1,0.58778525,4,0,0.0,0.096800485000000047
13.1333,0.74314483,5,0,0.050000000000000003,0.15865525400000002
13.1667,0.8660254,6,0,0.025000000000000001,0.15865525400000002
13.2,0.95105652,7,0,0.025000000000000001,0.18406012500000002
13.2333,0.9945219,8,0,0.0,0.18406012500000002
13.2667,0.9945219,9,0,0.0,0.15865525400000002
13.3,0.95105652,10,0,0.025000000000000001,0.18406012500000002
13.3333,0.8660254,11,0,0.025000000000000001,0.24196365200000003
13.3667,0.74314483,12,0,0.025000000000000001,0.27425311800000007
13.4,0.58778525,13,0,0.0,0.24196365200000003
13.4333,0.40673664,14,0,0.025000000000000001,0.27425311800000007
13.4667,0.20791169,15,0,0.025000000000000001,0.24196365200000003
13.5,0.0,16,0,0.0,0.18406012500000002
13.5333,-0.20791169,17,0,0.025000000000000001,0.18406012500000002
13.5667,-0.40673664,18,0,0.025000000000000001,0.24196365200000003
13.6,-0.58778525,19,0,0.0,0.24196365200000003
13.6333,-0.74314483,20,0,0.0,0.18406012500000002
13.6667,-0.8660254,21,0,0.050000000000000003,0.24196365200000003
13.7,-0.95105652,22,0,0.0,0.18406012500000002
13.7333,-0.9945219,23,0,0.0,0.18406012500000002
13.7667,-0.9945219,24,0,0.0,0.15865525400000002
13.8,-0.95105652,25,0,0.025000000000000001,0.15865525400000002
13.8333,-0.8660254,26,0,0.025000000000000001,0.18406012500000002
13.8667,-0.74314483,27,0,0.0,0.15865525400000002
13.9,-0.58778525,28,0,0.0,0.11506967000000001
13.9333,-0.40673664,29,0,0.025000000000000001,0.15865525400000002
13.9667,-0.20791169,30,0,0.025000000000000001,0.18406012500000002
14.0,-0.0,1,0,0.025000000000000001,0.15865525400000002
14.0333,0.20791169,2,0,0.025000000000000001,0.18406012500000002
14.0667,0.40673664,3,0,0.025000000000000001,0.24196365200000003
14.1,0.58778525,4,0,0.025000000000000001,0.27425311800000007
14.1333,0.74314483,5,0,0.025000000000000001,0.27425311800000007
14.1667,0.8660254,6,0,0.025000000000000001,0.27425311800000007
14.2,0.95105652,7,0,0.025000000000000001,0.34457825800000008
14.2333,0.9945219,8,0,0.0,0.34457825800000008
14.2667,0.9945219,9,0,0.0,0.27425311800000007
14.3,0.95105652,10,0,0.025000000000000001,0.27425311800000007
14.3333,0.8660254,11,0,0.025000000000000001,0.27425311800000007
14.3667,0.74314483,12,0,0.025000000000000001,0.27425311800000007
14.4,0.58778525,13,0,0.025000000000000001,0.27425311800000007
14.4333,0.40673664,14,0,0.0,0.24196365200000003
14.4667,0.20791169,15,0,0.025000000000000001,0.24196365200000003
14.5,-0.0,16,0,0.025000000000000001,0.24196365200000003
14.5333,-0.20791169,17,0,0.025000000000000001,0.24196365200000003
14.5667,-0.40673664,18,0,0.025000000000000001,0.27425311800000007
14.6,-0.58778525,19,0,0.025000000000000001,0.34457825800000008
14.6333,-0.74314483,20,0,0.0,0.27425311800000007
14.6667,-0.8660254,21,0,0.050000000000000003,0.34457825800000008
14.7,-0.95105652,22,0,0.025000000000000001,0.34457825800000008
14.7333,-0.9945219,23,0,0.0,0.27425311800000007
14.7667,-0.9945219,24,0,0.0,0.27425311800000007
14.8,-0.95105652,25,0,0.025000000000000001,0.27425311800000007
